planet_name,host_star_name,system_star_number,sytem_planet_number,system_moon_number,discovery_year,discovery_facility,planet_controvercial_flag,planet_orbital_period_days,planet_radius_earth_radii,planet_mass_earth_mass,planet_orbit_eccentricity,star_temperature_kelvin,star_radius_solar_radii,star_mass_solar_mass,system_distance_parsecs
Kepler-1308 b,Kepler-1308,1,1,0,2016,Kepler,0,2.10433812,0.52,null,0.0,3410.0,0.34,0.35,112.705
Kepler-1308 b,Kepler-1308,1,1,0,2016,Kepler,0,2.10433534,0.79,null,0.0,3605.0,0.43,0.47,112.705
Kepler-1308 b,Kepler-1308,1,1,0,2016,Kepler,0,2.10433812,0.52,null,0.0,3410.0,0.34,0.35,112.705
Kepler-1308 b,Kepler-1308,1,1,0,2016,Kepler,0,null,0.886,null,null,3628.0,0.48,null,112.705
Kepler-1308 b,Kepler-1308,1,1,0,2016,Kepler,0,2.10434132,null,null,null,3505.0,0.48,0.48,112.705
Kepler-1309 b,Kepler-1309,1,1,0,2016,Kepler,0,28.84179,2.1,null,0.0,5142.0,0.77,0.76,null
Kepler-1309 b,Kepler-1309,1,1,0,2016,Kepler,0,28.84355006,null,null,null,null,null,null,null
Kepler-1309 b,Kepler-1309,1,1,0,2016,Kepler,0,28.8431751,2.66,null,0.0,5151.0,0.79,0.76,null
Kepler-1309 b,Kepler-1309,1,1,0,2016,Kepler,0,28.8432647,2.27,null,0.0,5151.0,0.79,0.76,null
Kepler-1309 b,Kepler-1309,1,1,0,2016,Kepler,0,28.8432647,2.27,null,0.0,5151.0,0.79,0.76,null
Kepler-1309 b,Kepler-1309,1,1,0,2016,Kepler,0,28.8432647,2.37,null,null,5235.0,0.8,0.85,null
Kepler-1309 b,Kepler-1309,1,1,0,2016,Kepler,0,28.8431751,null,null,null,null,null,null,null
Kepler-1309 b,Kepler-1309,1,1,0,2016,Kepler,0,28.84304972,null,null,null,null,null,null,null
Kepler-1309 b,Kepler-1309,1,1,0,2016,Kepler,0,28.8432647,2.27,null,0.0,5151.0,0.79,0.76,null
Kepler-131 b,Kepler-131,1,2,0,2014,Kepler,0,16.09197176,1.98,null,0.0,5791.0,0.96,1.07,228.678
Kepler-131 b,Kepler-131,1,2,0,2014,Kepler,0,16.09196369,2.13,null,0.0,5680.0,1.02,0.98,228.678
Kepler-131 b,Kepler-131,1,2,0,2014,Kepler,0,16.09197176,2.064,null,null,5787.0,1.0,1.08,228.678
Kepler-131 b,Kepler-131,1,2,0,2014,Kepler,0,16.09196403,null,null,null,5755.0,1.03,1.03,228.678
Kepler-131 b,Kepler-131,1,2,0,2014,Kepler,0,16.09197176,2.13,null,null,5811.0,1.03,1.04,228.678
Kepler-131 b,Kepler-131,1,2,0,2014,Kepler,0,16.09198058,null,null,null,5755.0,1.03,1.03,228.678
Kepler-131 b,Kepler-131,1,2,0,2014,Kepler,0,16.09197176,2.064,null,0.0,null,null,1.08,228.678
Kepler-131 b,Kepler-131,1,2,0,2014,Kepler,0,16.092,2.41,16.13,null,5685.0,1.03,1.02,228.678
Kepler-131 b,Kepler-131,1,2,0,2014,Kepler,0,16.09196369,null,null,null,5755.0,1.03,1.03,228.678
Kepler-131 b,Kepler-131,1,2,0,2014,Kepler,0,null,2.101,null,null,5787.0,1.0,null,228.678
Kepler-131 b,Kepler-131,1,2,0,2014,Kepler,0,16.091941,2.41,null,0.0,5687.0,1.03,1.02,228.678
Kepler-131 b,Kepler-131,1,2,0,2014,Kepler,0,16.09197176,1.98,null,0.0,5791.0,0.96,1.07,228.678
Kepler-131 b,Kepler-131,1,2,0,2014,Kepler,0,16.09197176,1.98,null,0.0,5791.0,0.96,1.07,228.678
Kepler-131 c,Kepler-131,1,2,0,2014,Kepler,0,25.51571026,null,null,null,5755.0,1.03,1.03,228.678
Kepler-131 c,Kepler-131,1,2,0,2014,Kepler,0,25.5172744,null,null,null,5755.0,1.03,1.03,228.678
Kepler-131 c,Kepler-131,1,2,0,2014,Kepler,0,25.5170646,0.806,null,null,5787.0,1.0,1.08,228.678
Kepler-131 c,Kepler-131,1,2,0,2014,Kepler,0,25.5170646,0.79,null,null,5811.0,1.03,1.04,228.678
Kepler-131 c,Kepler-131,1,2,0,2014,Kepler,0,25.5170646,0.77,null,0.0,5791.0,0.96,1.07,228.678
Kepler-131 c,Kepler-131,1,2,0,2014,Kepler,0,25.5170646,0.77,null,0.0,5791.0,0.96,1.07,228.678
Kepler-131 c,Kepler-131,1,2,0,2014,Kepler,0,25.51682997,null,null,null,5755.0,1.03,1.03,228.678
Kepler-131 c,Kepler-131,1,2,0,2014,Kepler,0,25.5169,0.84,8.25,null,5685.0,1.03,1.02,228.678
Kepler-131 c,Kepler-131,1,2,0,2014,Kepler,0,25.5172744,0.83,null,0.0,5680.0,1.02,0.98,228.678
Kepler-131 c,Kepler-131,1,2,0,2014,Kepler,0,25.5170646,0.77,null,0.0,5791.0,0.96,1.07,228.678
Kepler-131 c,Kepler-131,1,2,0,2014,Kepler,0,25.5170646,0.806,null,0.0,null,null,1.08,228.678
Kepler-131 c,Kepler-131,1,2,0,2014,Kepler,0,25.51704,0.84,null,0.0,5687.0,1.03,1.02,228.678
Kepler-131 c,Kepler-131,1,2,0,2014,Kepler,0,null,0.818,null,null,5787.0,1.0,null,228.678
Kepler-1310 b,Kepler-1310,1,1,0,2016,Kepler,0,0.67933675,1.4,null,0.0,5440.0,0.91,0.94,569.185
Kepler-1310 b,Kepler-1310,1,1,0,2016,Kepler,0,0.67933627,1.44,null,null,5549.0,0.88,0.91,569.185
Kepler-1310 b,Kepler-1310,1,1,0,2016,Kepler,0,0.67933627,1.25,null,0.0,5596.0,0.78,0.85,569.185
Kepler-1310 b,Kepler-1310,1,1,0,2016,Kepler,0,0.67933676,null,null,null,5599.0,0.85,0.99,569.185
Kepler-1310 b,Kepler-1310,1,1,0,2016,Kepler,0,0.67933627,1.395,null,null,5463.0,0.87,0.88,569.185
Kepler-1310 b,Kepler-1310,1,1,0,2016,Kepler,0,0.6793614,1.33,null,0.0,5609.0,0.82,0.93,569.185
Kepler-1310 b,Kepler-1310,1,1,0,2016,Kepler,0,0.67933627,1.25,null,0.0,5596.0,0.78,0.85,569.185
Kepler-1310 b,Kepler-1310,1,1,0,2016,Kepler,0,0.67933627,1.25,null,0.0,5596.0,0.78,0.85,569.185
Kepler-1310 b,Kepler-1310,1,1,0,2016,Kepler,0,0.67933675,null,null,null,5599.0,0.85,0.99,569.185
Kepler-1310 b,Kepler-1310,1,1,0,2016,Kepler,0,null,1.353,null,null,5463.0,0.88,null,569.185
Kepler-1311 b,Kepler-1311,1,3,0,2016,Kepler,0,11.1726994,1.06,null,0.0,5988.0,1.24,1.0,866.331
Kepler-1311 b,Kepler-1311,1,3,0,2016,Kepler,0,11.1726994,1.06,null,0.0,5988.0,1.24,1.0,866.331
Kepler-1311 b,Kepler-1311,1,3,0,2016,Kepler,0,11.1726994,1.06,null,0.0,5988.0,1.24,1.0,866.331
Kepler-1311 b,Kepler-1311,1,3,0,2016,Kepler,0,11.1726723,null,null,null,5719.0,1.75,1.02,866.331
Kepler-1311 b,Kepler-1311,1,3,0,2016,Kepler,0,11.17268,1.37,null,0.0,5973.0,1.24,1.01,866.331
Kepler-1311 b,Kepler-1311,1,3,0,2016,Kepler,0,11.1726994,1.448,null,null,5754.0,1.69,1.09,866.331
Kepler-1311 b,Kepler-1311,1,3,0,2016,Kepler,0,11.17230161,null,null,null,5719.0,1.75,1.02,866.331
Kepler-1311 b,Kepler-1311,1,3,0,2016,Kepler,0,11.1726723,1.5,null,0.0,5616.0,1.67,1.03,866.331
Kepler-1311 b,Kepler-1311,1,3,0,2016,Kepler,0,11.1726994,1.24,null,null,5748.0,1.4,1.05,866.331
Kepler-1311 b,Kepler-1311,1,3,0,2016,Kepler,0,null,1.535,null,null,5754.0,1.72,null,866.331
Kepler-1311 c,Kepler-1311,1,3,0,2016,Kepler,0,2.53573424,1.22,null,null,5748.0,1.4,1.05,866.331
Kepler-1311 c,Kepler-1311,1,3,0,2016,Kepler,0,2.53573424,1.05,null,0.0,5988.0,1.24,1.0,866.331
Kepler-1311 c,Kepler-1311,1,3,0,2016,Kepler,0,2.53571657,null,null,null,5719.0,1.75,1.02,866.331
Kepler-1311 c,Kepler-1311,1,3,0,2016,Kepler,0,2.53573284,null,null,null,5719.0,1.75,1.02,866.331
Kepler-1311 c,Kepler-1311,1,3,0,2016,Kepler,0,2.53574,1.02,null,0.0,5973.0,1.24,1.01,866.331
Kepler-1311 c,Kepler-1311,1,3,0,2016,Kepler,0,2.53573424,1.05,null,0.0,5988.0,1.24,1.0,866.331
Kepler-1311 c,Kepler-1311,1,3,0,2016,Kepler,0,null,1.398,null,null,5754.0,1.72,null,866.331
Kepler-1311 c,Kepler-1311,1,3,0,2016,Kepler,0,2.53573284,1.36,null,0.0,5616.0,1.67,1.03,866.331
Kepler-1311 c,Kepler-1311,1,3,0,2016,Kepler,0,2.53573424,1.434,null,null,5754.0,1.69,1.09,866.331
Kepler-1311 c,Kepler-1311,1,3,0,2016,Kepler,0,2.53573424,1.05,null,0.0,5988.0,1.24,1.0,866.331
Kepler-1311 d,Kepler-1311,1,3,0,2021,Kepler,0,197.5107678,7.22,null,0.0,5988.0,1.24,1.0,866.331
Kepler-1311 d,Kepler-1311,1,3,0,2021,Kepler,0,197.5107678,9.849,null,null,5754.0,1.69,1.09,866.331
Kepler-1311 d,Kepler-1311,1,3,0,2021,Kepler,0,197.5110162,null,null,null,5719.0,1.75,1.02,866.331
Kepler-1311 d,Kepler-1311,1,3,0,2021,Kepler,0,197.5111484,null,null,null,5719.0,1.75,1.02,866.331
Kepler-1311 d,Kepler-1311,1,3,0,2021,Kepler,0,197.51034,7.3,null,0.0,5973.0,1.24,1.01,866.331
Kepler-1311 d,Kepler-1311,1,3,0,2021,Kepler,0,197.5107678,7.22,null,0.0,5988.0,1.24,1.0,866.331
Kepler-1311 d,Kepler-1311,1,3,0,2021,Kepler,0,197.5111484,9.52,null,0.0,5616.0,1.67,1.03,866.331
Kepler-1311 d,Kepler-1311,1,3,0,2021,Kepler,0,197.5107678,7.22,null,0.0,5988.0,1.24,1.0,866.331
Kepler-1311 d,Kepler-1311,1,3,0,2021,Kepler,0,197.5110016,9.658,null,null,5616.0,1.67,1.03,866.331
Kepler-1312 b,Kepler-1312,1,2,0,2016,Kepler,0,5.44832529,2.1,null,null,5719.0,0.92,0.99,299.104
Kepler-1312 b,Kepler-1312,1,2,0,2016,Kepler,0,5.44832529,1.8,null,0.0,5674.0,0.78,0.85,299.104
Kepler-1312 b,Kepler-1312,1,2,0,2016,Kepler,0,5.44832108,2.17,null,0.0,5721.0,0.91,0.98,299.104
Kepler-1312 b,Kepler-1312,1,2,0,2016,Kepler,0,5.44832426,null,null,null,5602.86,0.95,0.99,299.104
Kepler-1312 b,Kepler-1312,1,2,0,2016,Kepler,0,5.44832108,null,null,null,5602.86,0.95,0.99,299.104
Kepler-1312 b,Kepler-1312,1,2,0,2016,Kepler,0,5.44832529,2.053,null,null,5756.0,0.89,0.99,299.104
Kepler-1312 b,Kepler-1312,1,2,0,2016,Kepler,0,5.4483247,2.16,null,0.0,5706.0,0.84,0.95,299.104
Kepler-1312 b,Kepler-1312,1,2,0,2016,Kepler,0,null,2.158,null,null,5756.0,0.9,null,299.104
Kepler-1312 b,Kepler-1312,1,2,0,2016,Kepler,0,5.44832529,1.8,null,0.0,5674.0,0.78,0.85,299.104
Kepler-1312 b,Kepler-1312,1,2,0,2016,Kepler,0,5.44832207,null,null,null,5602.86,0.95,0.99,299.104
Kepler-1312 b,Kepler-1312,1,2,0,2016,Kepler,0,5.44832529,1.8,null,0.0,5674.0,0.78,0.85,299.104
Kepler-1312 c,Kepler-1312,1,2,0,2021,Kepler,0,1.116129,0.84,null,0.0,5674.0,0.78,0.85,299.104
Kepler-1312 c,Kepler-1312,1,2,0,2021,Kepler,0,1.116129,0.84,null,0.0,5674.0,0.78,0.85,299.104
Kepler-1312 c,Kepler-1312,1,2,0,2021,Kepler,0,1.11612717,1.0,null,0.0,5721.0,0.91,0.98,299.104
Kepler-1312 c,Kepler-1312,1,2,0,2021,Kepler,0,1.11611998,1.027,null,null,5721.0,0.91,0.98,299.104
Kepler-1312 c,Kepler-1312,1,2,0,2021,Kepler,0,1.116129,0.84,null,0.0,5674.0,0.78,0.85,299.104
Kepler-1312 c,Kepler-1312,1,2,0,2021,Kepler,0,1.116129,0.958,null,null,5756.0,0.89,0.99,299.104
Kepler-1312 c,Kepler-1312,1,2,0,2021,Kepler,0,1.1161319,0.93,null,0.0,5706.0,0.84,0.95,299.104
Kepler-1312 c,Kepler-1312,1,2,0,2021,Kepler,0,1.11612717,null,null,null,5602.86,0.95,0.99,299.104
Kepler-1313 b,Kepler-1313,1,1,0,2016,Kepler,0,3.83309118,3.56,null,0.0,5351.0,1.67,0.85,174.234
Kepler-1313 b,Kepler-1313,1,1,0,2016,Kepler,0,3.83308818,null,null,null,5357.56,0.8,0.93,174.234
Kepler-1313 b,Kepler-1313,1,1,0,2016,Kepler,0,3.8330915,4.3,null,0.0,5371.0,1.59,0.91,174.234
Kepler-1313 b,Kepler-1313,1,1,0,2016,Kepler,0,3.83309118,3.56,null,0.0,5351.0,1.67,0.85,174.234
Kepler-1313 b,Kepler-1313,1,1,0,2016,Kepler,0,3.83309118,1.76,null,null,5453.0,0.85,0.92,174.234
Kepler-1313 b,Kepler-1313,1,1,0,2016,Kepler,0,3.83309118,3.56,null,0.0,5351.0,1.67,0.85,174.234
Kepler-1313 b,Kepler-1313,1,1,0,2016,Kepler,0,3.83309118,1.675,null,null,5416.0,0.79,0.89,174.234
Kepler-1313 b,Kepler-1313,1,1,0,2016,Kepler,0,3.83308764,2.25,null,0.0,5397.0,0.83,0.88,174.234
Kepler-1313 b,Kepler-1313,1,1,0,2016,Kepler,0,null,2.14,null,null,5416.0,0.79,null,174.234
Kepler-1313 b,Kepler-1313,1,1,0,2016,Kepler,0,3.83308904,null,null,null,5357.56,0.8,0.93,174.234
Kepler-1313 b,Kepler-1313,1,1,0,2016,Kepler,0,3.83308764,null,null,null,5357.56,0.8,0.93,174.234
Kepler-1314 b,Kepler-1314,1,1,0,2016,Kepler,0,5.42474933,null,null,null,3808.0,0.26,0.23,null
Kepler-1314 b,Kepler-1314,1,1,0,2016,Kepler,0,5.42474928,5.2,null,0.0,4141.0,0.59,0.58,null
Kepler-1314 b,Kepler-1314,1,1,0,2016,Kepler,0,5.42474928,5.2,null,0.0,4141.0,0.59,0.58,null
Kepler-1314 b,Kepler-1314,1,1,0,2016,Kepler,0,5.42474933,5.15,null,0.0,4137.0,0.59,0.58,null
Kepler-1314 b,Kepler-1314,1,1,0,2016,Kepler,0,5.42474928,5.11,null,null,4188.0,0.59,0.6,null
Kepler-1314 b,Kepler-1314,1,1,0,2016,Kepler,0,5.42475029,null,null,null,3808.0,0.26,0.23,null
Kepler-1314 b,Kepler-1314,1,1,0,2016,Kepler,0,5.42474724,null,null,null,3808.0,0.26,0.23,null
Kepler-1314 b,Kepler-1314,1,1,0,2016,Kepler,0,5.4247468,4.0,null,0.0,3240.0,0.27,0.21,null
Kepler-1314 b,Kepler-1314,1,1,0,2016,Kepler,0,5.42474928,5.2,null,0.0,4141.0,0.59,0.58,null
Kepler-1315 b,Kepler-1315,1,2,0,2016,Kepler,0,0.84337998,1.7,null,0.0,4818.0,0.86,0.81,480.869
Kepler-1315 b,Kepler-1315,1,2,0,2016,Kepler,0,0.84338011,1.57,null,0.0,4818.0,0.86,0.81,480.869
Kepler-1315 b,Kepler-1315,1,2,0,2016,Kepler,0,0.84338355,null,null,null,4710.62,0.73,0.75,480.869
Kepler-1315 b,Kepler-1315,1,2,0,2016,Kepler,0,0.84338011,1.57,null,0.0,4818.0,0.86,0.81,480.869
Kepler-1315 b,Kepler-1315,1,2,0,2016,Kepler,0,0.84338011,1.38,null,null,4861.0,0.75,0.8,480.869
Kepler-1315 b,Kepler-1315,1,2,0,2016,Kepler,0,0.84338011,1.287,null,null,4780.0,0.7,0.79,480.869
Kepler-1315 b,Kepler-1315,1,2,0,2016,Kepler,0,0.84337998,null,null,null,4710.62,0.73,0.75,480.869
Kepler-1315 b,Kepler-1315,1,2,0,2016,Kepler,0,0.84338011,1.57,null,0.0,4818.0,0.86,0.81,480.869
Kepler-1315 b,Kepler-1315,1,2,0,2016,Kepler,0,null,1.414,null,null,4780.0,0.71,null,480.869
Kepler-1315 b,Kepler-1315,1,2,0,2016,Kepler,0,0.8433802,1.3,null,0.0,4703.0,0.65,0.67,480.869
Kepler-1315 c,Kepler-1315,1,2,0,2021,Kepler,0,6.56606842,1.72,null,0.0,4818.0,0.86,0.81,480.869
Kepler-1315 c,Kepler-1315,1,2,0,2021,Kepler,0,6.56606941,1.83,null,0.0,4818.0,0.86,0.81,480.869
Kepler-1315 c,Kepler-1315,1,2,0,2021,Kepler,0,6.566075,1.4,null,0.0,4703.0,0.65,0.67,480.869
Kepler-1315 c,Kepler-1315,1,2,0,2021,Kepler,0,6.5660634,null,null,null,4710.62,0.73,0.75,480.869
Kepler-1315 c,Kepler-1315,1,2,0,2021,Kepler,0,6.56606941,null,null,null,4710.62,0.73,0.75,480.869
Kepler-1315 c,Kepler-1315,1,2,0,2021,Kepler,0,6.56606007,1.844,null,null,4818.0,0.86,0.81,480.869
Kepler-1315 c,Kepler-1315,1,2,0,2021,Kepler,0,6.56606842,1.72,null,0.0,4818.0,0.86,0.81,480.869
Kepler-1315 c,Kepler-1315,1,2,0,2021,Kepler,0,6.56606842,1.412,null,null,4780.0,0.7,0.79,480.869
Kepler-1315 c,Kepler-1315,1,2,0,2021,Kepler,0,6.56606842,1.72,null,0.0,4818.0,0.86,0.81,480.869
Kepler-1316 b,Kepler-1316,1,1,0,2016,Kepler,0,87.9732136,2.7,null,0.0,5821.0,0.85,0.94,800.871
Kepler-1316 b,Kepler-1316,1,1,0,2016,Kepler,0,87.9732136,3.765,null,null,5936.0,1.18,1.08,800.871
Kepler-1316 b,Kepler-1316,1,1,0,2016,Kepler,0,87.97314465,null,null,null,6126.0,1.19,1.16,800.871
Kepler-1316 b,Kepler-1316,1,1,0,2016,Kepler,0,87.9724227,null,null,null,6126.0,1.19,1.16,800.871
Kepler-1316 b,Kepler-1316,1,1,0,2016,Kepler,0,87.9724227,3.39,null,0.0,5837.0,1.16,0.99,800.871
Kepler-1316 b,Kepler-1316,1,1,0,2016,Kepler,0,87.97294,2.9,null,0.0,5823.0,0.88,0.98,800.871
Kepler-1316 b,Kepler-1316,1,1,0,2016,Kepler,0,87.9732136,2.7,null,0.0,5821.0,0.85,0.94,800.871
Kepler-1316 b,Kepler-1316,1,1,0,2016,Kepler,0,87.9732136,3.54,null,null,5884.0,1.12,1.04,800.871
Kepler-1316 b,Kepler-1316,1,1,0,2016,Kepler,0,87.9732136,2.7,null,0.0,5821.0,0.85,0.94,800.871
Kepler-1316 b,Kepler-1316,1,1,0,2016,Kepler,0,null,3.495,null,null,5936.0,1.2,null,800.871
Kepler-1317 b,Kepler-1317,1,1,0,2016,Kepler,0,0.56887443,1.56,null,null,5144.0,0.79,0.83,728.303
Kepler-1317 b,Kepler-1317,1,1,0,2016,Kepler,0,0.5688763,1.38,null,0.0,5159.0,0.71,0.81,728.303
Kepler-1317 b,Kepler-1317,1,1,0,2016,Kepler,0,0.56887443,1.51,null,0.0,5216.0,0.79,0.87,728.303
Kepler-1317 b,Kepler-1317,1,1,0,2016,Kepler,0,0.56887443,1.51,null,0.0,5216.0,0.79,0.87,728.303
Kepler-1317 b,Kepler-1317,1,1,0,2016,Kepler,0,0.56887195,null,null,null,5057.15,0.81,0.84,728.303
Kepler-1317 b,Kepler-1317,1,1,0,2016,Kepler,0,0.56887443,1.51,null,0.0,5216.0,0.79,0.87,728.303
Kepler-1317 b,Kepler-1317,1,1,0,2016,Kepler,0,null,1.471,null,null,5220.0,0.77,null,728.303
Kepler-1317 b,Kepler-1317,1,1,0,2016,Kepler,0,0.56887472,null,null,null,5057.15,0.81,0.84,728.303
Kepler-1317 b,Kepler-1317,1,1,0,2016,Kepler,0,0.56887472,1.49,null,0.0,5223.0,0.78,0.89,728.303
Kepler-1318 b,Kepler-1318,1,1,0,2016,Kepler,0,213.257663,2.85,null,0.0,4476.0,0.64,0.66,475.248
Kepler-1318 b,Kepler-1318,1,1,0,2016,Kepler,0,213.2570085,null,null,null,4505.0,0.71,0.71,475.248
Kepler-1318 b,Kepler-1318,1,1,0,2016,Kepler,0,213.2590404,null,null,null,4505.0,0.71,0.71,475.248
Kepler-1318 b,Kepler-1318,1,1,0,2016,Kepler,0,213.257663,2.85,null,0.0,4476.0,0.64,0.66,475.248
Kepler-1318 b,Kepler-1318,1,1,0,2016,Kepler,0,213.258526,null,null,null,4505.0,0.71,0.71,475.248
Kepler-1318 b,Kepler-1318,1,1,0,2016,Kepler,0,213.257663,3.11,null,null,4598.0,0.7,0.73,475.248
Kepler-1318 b,Kepler-1318,1,1,0,2016,Kepler,0,null,3.032,null,null,4476.0,0.71,null,475.248
Kepler-1318 b,Kepler-1318,1,1,0,2016,Kepler,0,213.2567,2.6,null,0.0,4504.0,0.6,0.63,475.248
Kepler-1318 b,Kepler-1318,1,1,0,2016,Kepler,0,213.257663,2.85,null,0.0,4476.0,0.64,0.66,475.248
Kepler-1318 b,Kepler-1318,1,1,0,2016,Kepler,0,213.258526,2.72,null,0.0,4477.0,0.64,0.66,475.248
Kepler-1319 b,Kepler-1319,2,1,0,2016,Kepler,0,2.8867624,null,null,null,3527.0,0.5,0.5,103.917
Kepler-1319 b,Kepler-1319,2,1,0,2016,Kepler,0,2.8867624,1.24,null,0.0,3483.0,0.39,0.41,103.917
Kepler-1319 b,Kepler-1319,2,1,0,2016,Kepler,0,2.8867627,1.41,null,0.0,3240.0,0.27,0.21,103.917
Kepler-1319 b,Kepler-1319,2,1,0,2016,Kepler,0,2.88676012,null,null,null,3527.0,0.5,0.5,103.917
Kepler-1319 b,Kepler-1319,2,1,0,2016,Kepler,0,2.88676265,0.67,null,0.0,3400.0,0.27,0.27,103.917
Kepler-1319 b,Kepler-1319,2,1,0,2016,Kepler,0,2.88676239,1.41,null,0.33,3673.0,0.54,0.56,103.917
Kepler-1319 b,Kepler-1319,2,1,0,2016,Kepler,0,2.88676265,0.67,null,0.0,3400.0,0.27,0.27,103.917
Kepler-1319 b,Kepler-1319,2,1,0,2016,Kepler,0,2.88676368,null,null,null,3527.0,0.5,0.5,103.917
Kepler-1319 b,Kepler-1319,2,1,0,2016,Kepler,0,2.88676265,1.34,null,null,3655.0,0.54,0.56,103.917
Kepler-1319 b,Kepler-1319,2,1,0,2016,Kepler,0,null,1.597,null,null,3494.0,0.5,null,103.917
Kepler-1319 b,Kepler-1319,2,1,0,2016,Kepler,0,2.88676265,0.67,null,0.0,3400.0,0.27,0.27,103.917
Kepler-132 b,Kepler-132,2,4,0,2014,Kepler,0,6.17828255,1.04,null,0.0,5921.0,1.04,0.92,349.549
Kepler-132 b,Kepler-132,2,4,0,2014,Kepler,0,6.178165,1.22,null,0.0,5925.0,1.03,0.98,349.549
Kepler-132 b,Kepler-132,2,4,0,2014,Kepler,0,6.17817366,1.22,null,0.0,5931.0,1.1,0.93,349.549
Kepler-132 b,Kepler-132,2,4,0,2014,Kepler,0,6.178099,null,null,null,5904.77,null,null,349.549
Kepler-132 b,Kepler-132,2,4,0,2014,Kepler,0,6.17817366,null,null,null,5904.77,null,null,349.549
Kepler-132 b,Kepler-132,2,4,0,2014,Kepler,0,6.178196,1.21,null,null,6003.0,1.18,null,349.549
Kepler-132 b,Kepler-132,2,4,0,2014,Kepler,0,6.17828255,1.04,null,0.0,5921.0,1.04,0.92,349.549
Kepler-132 b,Kepler-132,2,4,0,2014,Kepler,0,6.17828255,1.07,null,null,6023.0,1.1,1.03,349.549
Kepler-132 b,Kepler-132,2,4,0,2014,Kepler,0,6.17828255,1.04,null,0.0,5921.0,1.04,0.92,349.549
Kepler-132 b,Kepler-132,2,4,0,2014,Kepler,0,6.178,2.17,null,null,5879.0,1.41,1.02,349.549
Kepler-132 b,Kepler-132,2,4,0,2014,Kepler,0,6.17816699,null,null,null,5904.77,null,null,349.549
Kepler-132 b,Kepler-132,2,4,0,2014,Kepler,0,6.17828255,1.033,null,null,5910.0,1.04,0.93,349.549
Kepler-132 c,Kepler-132,2,4,0,2014,Kepler,0,6.41491277,null,null,null,5904.77,null,null,349.549
Kepler-132 c,Kepler-132,2,4,0,2014,Kepler,0,6.41492365,null,null,null,5904.77,null,null,349.549
Kepler-132 c,Kepler-132,2,4,0,2014,Kepler,0,6.414914,1.28,null,null,6003.0,1.18,null,349.549
Kepler-132 c,Kepler-132,2,4,0,2014,Kepler,0,6.415,2.27,null,null,5879.0,1.41,1.02,349.549
Kepler-132 c,Kepler-132,2,4,0,2014,Kepler,0,6.41491277,1.4,null,0.0,5931.0,1.1,0.93,349.549
Kepler-132 c,Kepler-132,2,4,0,2014,Kepler,0,6.41490515,1.234,null,null,5910.0,1.04,0.93,349.549
